qc,sp
"1. Chawpi ninapi mankapi wirata ruphaykachina. Q’usñichkaptinqa wallpa ñuñunta kuchusqata sellana.

2. Wallpata q’uñichispa, phatmaspa huk laduman churana.

3. Ch’uñuta p’achaman kuchuspa. Pimientataqa llimp’iman kuchuspa, coliflorta, calabazatawan chawpi t’aqaman, habastataq k’aspikunaman kuchuspa.

4. Wallpa, ch’uñu, añu ima wichqasqa kasqanpi kikin mankapi rawk’ana. Quriyuqña kaptinqa, puchuq verdurakunata yapaykusun: pimentu, coliflor, calabaza, verde habas ima. 5 minutu yanuna, sapa kuti kuyurichispa.

5. Chaymanqa condimentokunata churana: comino, pimentón, kiru hampi, pimienta ima. Chaymanqa phatmasqa wallpata, huk vaso unuta ima churana.

6. Chaymanqa qaranta, kuskan kuchusqa papatapas yapaykusun. Tapaspa 15 minutukunata chawpi ninapi yanuna.
Chili Limo y Crema de Coriandro

7. Ch’uya limo chili pimientota (mana saphiyuq, mana muhuyuq, mana venasniyuq), cilantro raphikunata,  MILK CREAM latata, juk chhika kachita, juk chhika pimientota ima chaqruna.

8. Sapa platopi marroquí wallpataqa cremawan kuska haywarina.","
1.  En una olla a fuego medio calentar el aceite. Cuando esté humeando, sellar la pechuga de pollo cortada en trozos.

2.  Enfriar el pollo, deshilachar y reservar.

3.  Cortar la cebolla en pluma. Cortar el pimiento en tiras, la coliflor y el zapallo loche en trozos medianos y las vainitas en bastones.

4.  Freír en la misma olla donde se selló el pollo, la cebolla y el ajo. Una vez dorados, agregar el resto de vegetales: el pimiento, la coliflor, el zapallo loche y las vainitas. Cocinar por 5 minutos removiendo constantemente.

5.  Agregar los condimentos: el comino, a páprika, el palillo y la pimienta. Incorporar el pollo deshilachado y una taza de agua.

6.  Agregar las papas peladas y cortadas por la mitad. Tapar y cocinar por 15 minutos a fuego medio.
Crema de Ají Limo y Culantro

7.  Licuar el ají limo limpio (sin tallo, pepas ni venas), las hojas de culantro, la lata de CREMA DE LECHE , una pizca de sal y una pizca de pimienta.

8.  Servir el pollo marroquí acompañado de crema sobre cada plato."
"Yanukusun!

1. Hornota 160°C nisqaman ñawpaqta ruphaykachina

2. Wallpa t’aqakunataqa timpuchispa ancha ruphay sartenpi wisq’ana. Suyachiy. Rupha aceiteyuq mankapi, ch’uñuta, añuta,  Chicken Cube nisqatapas iskay kimsa minutullata q’illuyachina.

3. Chay vinagreta asukarwan yapaspa iskay kimsa minutukunata yanuna. Chaymanqa maracuy fruta jugota, pimienta, chino cebolla, yakuta, wallpa phatmakunata churaspa 15 minutu yanuna.

4. Represakunata hurquspa sara almidón yakupi chulluchisqata yapaykusun. Rakhu kaynin chayanankama sapa kuti kuyuchiy chaymantataq hap’iqkunata hukllana.

5. Q’illu papakunataqa aluminiomanta k’uyuspa yaqa 40 minututa hornoman churana. Wallpataqa yanusqa papawan kuska salsawan bañaspa haywarina.","¡A cocinar!

1.  Precalentar el horno a 160°C

2.  Sazonar las presas de pollo y sellarlas en una sartén bien caliente. Reservar. En una olla con aceite caliente, dorar la cebolla, el ajo y el Cubo de Gallina  durante unos minutos.

3.  Incorporar el vinagre con el azúcar y cocinar por unos minutos. Agregar el jugo de maracuyá, el pimiento, la cebolla china, el agua, las presas de pollo y cocinar por 15 minutos.

4.  Retirar las presas y agregar la maicena diluida en agua. Mover constantemente hasta lograr espesor e integrar luego las presas.

5.  Envolver las papas amarillas en papel aluminio y llevar al horno por 40 minutos aproximadamente. Servir bañando el pollo con la salsa acompañado de las papas horneadas."
"Yanukusun!

1. Allpa galletakunata chullusqa mantequillawan chaqruna, compacto masata tarinaykikama. Queso torta sartenman churaspa sartenpa uranman ñit’iy ch’ullakama. 20 minutupaq congelay.

 Hunt'achinapaq:

3. Huk mankapi queso crema nisqataqa Nestlé nisqa leche condensada nisqawan maqchiy, homogeneizakunankama. Chaymanqa uhukunataqa hukmanta hukmanta yapaykusun, hinaspataq chaqrusqa huklla kanankama maqchiy.

4. Morakunata, frambuesakunata allinta chaqruspa hukllana.

5. Wakichisqata galleta basewan moldeman hich’ay. Hornopi 180°C nisqapi bain-marie nisqapi yaqa 1 horata yanuna. Listoñachu kashan icha manachu chayta yachanapaqqa huk k’aspita churana, chay k’aspi lluqsimuptinqa ch’uya kanan tiyan.","¡A cocinar!

1.  Mezclar las galletas molidas con la mantequilla derretida hasta obtener una masa compacta. Colocar en un molde para cheesecake y presionar hacia el fondo del molde hasta que quede parejo. Congelar por 20 minutos.

Para el relleno:

3.  En un recipiente, batir el queso crema con la leche condensada Nestlé hasta homogenizar. Añadir los huevos, uno por uno, y seguir batiendo hasta que la mezcla quede uniforme.

4.  Integrar mezclando con cuidado las moras y las frambuesas.

5.  Verter la preparación en el molde con la base de galletas. Llevar al horno 180°C a baño María durante 1 hora aproximadamente. Para saber si ya está listo, insertar un palito, el cual debe quedar limpio al momento de salir"
"Yanukusun!
Pachan

1. Morochas galletakunataqa rollowan ñut’una. MOROCHAS galletakunata chullusqa mantequillawan chaqruna, huk masa compacta nisqa tarinaykikama. 22 cm diámetro nisqa moldepi churaspa urayman ñit’iy llapan molde kaqlla kanankama. 20 minutupaq q’uñichina.
Relleno

2. Huk mankapi queso crema nisqataqa  Leche Condensada nisqawan maqchispa allinta chaqrusun. Hukmanta hukmanta uhukunata yapay, chaqrusqa huklla kanankama maqchiy.

3. Wakichisqata galleta basewan moldeman hich’ay.

4. Hornopi chawpi ruphaypi bain-marie nisqapi 50 minutu yanuna. Listoñachu kashan icha manachu chayta yachanapaqqa huk k’aspita churana, chay k’aspi lluqsimuptinqa ch’uya kanan tiyan.
Mermelada de fresa

5. Huk mankapi, tawaman kuchusqa fresakunata, asukartapas churana. Pisi ninapi 15 minutu rakhuyanankama yanuna.

6. Queso tortata kichariy. Chay chiri fresa mermeladawan qataykusun. Aypuy.","¡A cocinar!
Base

1.  Moler las galletas Morochas con un rodillo. Mezclar las galletas MOROCHAS con la mantequilla derretida hasta obtener una masa compacta. Colocar en un molde de 22 cm de diámetro y presionar hacia el fondo hasta que quede todo el molde parejo. Enfriar por 20 minutos.
Relleno

2.  En un recipiente batir el queso crema con la Leche Condensada  y mezclar bien. Añadir los huevos uno por uno, seguir batiendo hasta que la mezcla quede uniforme.

3.  Verter la preparación en el molde con la base de galletas.

4.  Llevar al horno a temperatura media a baño María durante 50 minutos. Para saber si ya está listo, insertar un palito, el cual debe quedar limpio al momento de salir.
Mermelada de Fresa

5.  En una olla, colocar las fresas cortadas en cuartos y el azúcar. Cocinar a fuego lento por 15 minutos hasta que tenga consistencia espesa.

6.  Desmoldar el cheesecake. Cubrir con la mermelada de fresa fría. Servir."
"Pachan

1. MOROCHAS galletakunataqa rodillowan ñut’uspa chullusqa mantequillawan chaqruspa, masata compacta nisqa tarinaykikama.

2. Huk moldeman churaspa urayman ñit’iy, huklla kanankama. 20 minutupaq refrigeradorpi churana.
Challwa Chupa Hidratación

3. Colápez nisqataqa 6 cuchara chiri yakupi chulluchispa hidratar. Chaymanta, microondas nisqapi 10 segundos ruphaykachina.
Relleno

4. Queso crema nisqataqa maqchispa 1/2 lata  LECHE CONDENSADOR nisqatapas, 3 cuchara EL MANJAR  nisqatapas yapaykusun

5. chaymanta chay hidratado colapez. Chaymanqa 1/2 taza  MILK CREAM nisqatapas yapaykuy, chaytaqa envolver hinam yapaykusun.

6. Tukuy ima chaqrusqaña kaptinqa, llapa wakichisqanchikta basewan moldeman hich’aykuspa, 1 horata refrigeradorpi churana, tukuyninpi allin takyasqa kanankama.
Carpeta

7. Topping nisqapaqqa, puchuq  DELICATE nisqatam 2 cuchara mosoq lechewan chaqruna, pisillata llampuyanankama. Kay chaqrusqawan queso tortata tapaspa 30 minututa yapamanta chiriyachina.

8. Puka bayakunawan sumaqchay. Aypuy.","Base

1.  Moler las galletas MOROCHAS con un rodillo y mezclarlas con la mantequilla derretida hasta obtener una masa compacta.

2.  Colocar en un molde y presionar hacia el fondo hasta que quede parejo. Refrigerar por 20 minutos.
Hidratación de Colapez

3.  Hidratar el colapez diluyéndolo en 6 cucharadas de agua fría. Luego, calentar por 10 segundos en el microondas.
Relleno

4.  Batir el queso crema y añadir 1/2 lata de LECHE CONDENSADA , 3 cucharadas de EL MANJAR 

5.   y el colapez hidratado. Agregar 1/2 taza de CREMA DE LECHE  de manera envolvente.

6.  Una vez que todo esté mezclado, verter toda la preparación en el molde con la base y refrigerar por 1 hora hasta que esté completamente sólido.
Cubierta

7.  Para la cubierta, mezclar EL MANJAR  restante, con 2 cucharadas de leche fresca hasta lograr aligerarlo un poco. Cubrir el cheesecake con esta mezcla y enfriar nuevamente por 30 minutos.

8.  Decorar con frutos rojos. Servir."
"Yanukusun!

1. Huk mankapi aceiteta, Cocoa D’ONOFRIO, vainilla, asukarta ima chaqruna. Hukmanta hukmanta uhukunata yapaspa allinta chaqruna.

2. Hak’uta yapaykusun, hinaspataq chaqruyta tukusun huk rikch’aq chaqrusqata tarinaykikama.

3. Wakichisqataqa ñawpaqta mantequillawan hak’uwan churasqa tawa kuchu moldeman hich’ay.

4. Queso Tortapaqqa makiwan chaqrusqawan yanapachikuspa huk mankapi queso crema, yogur griego, asukar, uhu ima chaqruna.

. Chay frambuesakunataqa mana akllaspa churay chay mármol brownie pataman.

6. Brownie nisqataqa 180° C nisqapi 20 minutupaq hornoman churana.

7. Hornomanta moldeta hurquspa 5 minutu samachina. Tawa kuchuman kuchuy.","¡A cocinar!

1.  En un bowl, mezclar el aceite, la Cocoa D'ONOFRIO la vainilla y el azúcar. Agregar los huevos uno por uno y mezclar bien.

2.  Agregar la harina y terminar de mezclar hasta obtener una mezcla homogénea.

3.  Vaciar la preparación en un molde rectangular previamente enmantequillado y enharinado.

4.  Para el Cheesecake, mezclar en un bowl el queso crema, el yogurt griego, el azúcar y el huevo con ayuda de un batidor de mano.

5.  Colocar cucharadas de Cheesecake en distintas partes del brownie y marmolear con ayuda de una cuchara. Colocar las frambuesas de manera aleatoria sobre el brownie marmoleado.

6.  Llevar el brownie al horno por 180° C durante 20 minutos.

7.  Retirar el molde del horno y dejar reposar por 5 minutos. Cortar en cuadraditos."
"Coriandro

1. Cilantro nisqataqa pisi yakuwan chaqruna, necesario kaqtinqa, pasta nisqa tarinaykikama. Suyachiy.

2. Huk ch’uñuta, zanahoriatapas huch’uy kuchukunaman kuchuspa.

3. Huk mankapi wirata ruphaykachispa wallpataqa tukuyninpi q’illuyanankama ruphachina. Saqispa waqaychay. Chay kikin mankapi, ch’uñuta 5 minutu rawrachina, chaywanmi wallpa saqisqan sabormanta aprovechakunki.

4. Chaymanqa ajota, q’illu chilita,  Sabor Gallina cubo nisqatapas churaspa 5 minututawan rawrachina. Chaymanqa coriandro licuado nisqatapas yapaykusun, hinaspa 2 minututawan yanuna. Challwataqa 3 vaso yakuwan kuska mankaman kutichispa 15 minututa chawpi ninapi yanuna.

5. Represakunata hurquy. Ñawpaq mayllasqa arrozta, guisantes, zanahoria, sarata churaspataq chawpi ruphaypi 10 minutu yanuna.

6. Wayk’usqa wallpa phatmakunata yapaykusun. 5 minutukunatawan aswan pisi q’uñipi wayk’uyta tukuna.
Criollo sacha

7. Puchuq 2 ch’uñuta juliana llimp’ikunaman kuchuspa, tomatetataq llañu t’aqakunaman kuchuspa. Chaykunataqa huk mankapi churaspa 2 limónpa yakunwan, huk llachpa kachiwan hinaspa cilantro raphikuna sumaq kuchusqawan kuska chaqruna.

8. Huk vaso arrozta huk wallpa phatmawan wakichisqata haywarina, 3 cuchara criollo zarzawan kuska.","Culantro

1.  Licuar el culantro con un poco de agua si fuese necesario hasta obtener una pasta. Reservar.

2.  Cortar una cebolla y la zanahoria en cubos pequeños.

3.  En una olla, calentar el aceite y sellar el pollo hasta dorarlo por completo. Retirar y reservar. En la misma olla, freir la cebolla durante 5 minutos, con ello se lográ aprovechar el sabor dejado por el pollo.

4.  Agregar el ajo, el ají amarillo, un cubo  Sabor Gallina y freír por 5 minutos más. Incorporar el culantro licuado y cocinar durante 2 minutos más. Regresar las presas a la olla junto con 3 tazas de agua y cocinar durante 15 minutos a fuego medio.

5.  Retirar las presas. Agregar el arroz previamente lavado, las arverjas, la zanahoria, el choclo y cocinar a temperatura media durante 10 minutos.

6.  Agregar las presas de pollo cocidas. Terminar de cocinar durante 5 minutos más a temperatura mínima.
Zarza Criolla

7.  Cortar las 2 cebollas restantes en juliana y el tomate en gajos delgados. Colocarlos en un bowl y mezclar junto con el jugo de 2 limones, una pizca de sal y hojitas de culantro cortadas finamente.

8.  Servir una taza de arroz preparado con una presa de pollo, acompañado de de 3 cucharadas de zarza criolla."
"1. Zanahoria, ch’uñu, tomate ima huch’uy kuchuman kuchuy. Chaynallataqmi aychawanpas ruway ichaqa chawpi kuchullapi.

2. Rupha aceiteyuq mankapi ch’uñuta, ajota, q’illu chilita rawrachispa iskay  Aycha Sabor kubokunata yapaykusun. Chawpi q’uñipi 5 minututa yanuna.

3. Tomateta, aychata t’aqa t’aqata, huk vaso unuta churaspa 10 minututawan yanuna.

4. Ñawpaq mayllasqa arrozta, 2 vaso unuta ima churana. Chaymanqa habas, guisantes, zanahoria ima churana. Allinta chaqruspa 15 minutukunata chawpi ruphaypi yanuna. Chaymanta, 5 minutukunata aswan pisi q’uñipi yanuyta tukusun.

5. Serviy.","
1.  Cortar la zanahoria, la cebolla y el tomate en cubos pequeños. Realizar lo mismo con la carne pero en trozos medianos.

2.  En una olla con aceite caliente, freír la cebolla, el ajo, el ají amarillo y agregar dos cubitos  Sabor Carne. Cocinar durante 5 minutos a temperatura media.

3.  Agregar el tomate, la carne en trozos, una taza de agua y cocinar por 10 minutos más.

4.  Incorporar el arroz previamente lavado y 2 tazas de agua. Agregar los frijoles, las arverjas y la zanahoria. Mezclar bien y cocinar durante 15 minutos a temperatura media. Luego, terminar de cocinar durante 5 minutos a temperatura mínima.

5.  Servir."
"1. Huk mankapi chawpi ninapi yakuta timpuchiy, ajowan, kachiwan,   Saoor Wallpawan Fideo Sopa sachetwan ima. Papata yapaykusun, hinaspa 15 minutu yanuna. Chaymanqa uhukunata yapaykusun, hinaspataq kuyurichina. Ninamanta hurquy.

2. Pak choy raphikunata, perejiltawan pisi yakuwan chaqruspa mankaman yapaykusun. Allinta chaqruna. Musuq quesowan sumaqchasqata haywarina.","
1.  En una olla a fuego medio, hacer hervir el agua con el ajo, sal y el sobre de Sopa saoor Pollo con Fideos  . Añadir las papas y dejar cocinar durante 15 minutos. Incorporar los huevos y remover. Retirar del fuego.

2.  Licuar las hojas del pak choy y el perejil con un poco de agua e integrarlo a la olla. Mezclar bien. Servir decorando con queso fresco."
"Fideos

1. Timpusqa yakuyuq mankapi fideota yapaykusun, hinaspa 10 minutu yanuna.

. Tomatepa puntankunata kuchuspa pirqakunata kuchuspa, muhukunata hurquspa.
Ketchup

3. Huk mankapi huk cuchara aceiteta ruphaykachispa puka ch’uñuta sudaykusun. Iskay cuchara  La Rojita, 1/2 taza yakuta, tomate phatmakunata ima churana. 5 minutupaq yanuna. Chaqruspa q’uñichiy.

4. Ukhu sartenpi huk cuchara aceiteta ruphaykachispa yuraq ch’uñuta yapaykusun, chawpi ninapi 5 minutupaq utaq ch’uñupa llimp’in carameloman tukunankama.

5. Tomate salsa, aceitunas, fideos nisqakunata churaspa allinta chaqruna. Fideota haywaspa perejil picasqawan, queso parmesano ralladowan ima sumaqchay.","Tallarines

1.  En una olla con agua hiviendo, agregar los tallarines y cocinar por 10 minutos.

2.  Cortar la cebolla roja en trozos grandes, la cebolla blanca en pluma delgada, y las aceitunas en rodajas. Cortar los extremos de los tomates y cortar las paredes retirando las pepas.
Salsa de Tomate

3.  En una olla, calentar una cucharada de aceite y sudar la cebolla roja. Agregar dos cucharadas de  La Rojita, 1/2 taza de agua y los trozos de tomate. Cocinar por 5 minutos. Licuar y enfriar.

4.  En una sartén honda, calentar una cucharada de aceite y agregar la cebolla blanca, dejar sudar a fuego medio por 5 minutos o hasta que el color de la cebolla tome un color caramelo.

5.  Agregar la salsa de tomate, las aceitunas, los tallarines y mezclar bien. Servir los tallarines y decorar con perejil picado y queso parmesano rallado."
"Qalluta kuchuy

1. Qalluta llañu llañuta kuchuspa huk laduman churay.

2. Ruphay aceiteyuq mankapi ch’uñuta, añuta,  Meat Cube, tomate, tomate pasta nisqakunata q’illuyachispa 10 minutu yanuna.

3. Puka vinota, qalluta, laurel raphita, zanahoriata, papata, guisanteta, asukarta, pasasta, yakutapas yapaykusun. 20 minutupaq yanuna.

4. Cilantro phatmasqawan tukuna, condimentota allichay. 1/2 taza arrozwan kuska haywarina.","Cortar la lengua

1.  Cortar la lengua en lonjas delgadas y reservar.

2.  En una olla con aceite caliente, dorar la cebolla, el ajo, el Cubo de Carne , el tomate, la pasta de tomate y cocinar por 10 minutos.

3.  Incorporar el vino tinto, la lengua, el laurel, la zanahoria, la papa, las arverjas, el azúcar, las pasas y el agua. Cocinar por 20 minutos.

4.  Finalizar con el culantro picado, rectificar sazón. Servir acompañado de 1/2 taza de arroz."
"Yanukusun!

1. Ch’uñuta p’achaman kuchuspa.
T’impusqa uhu

2. Uhukunataqa unuyuq mankaman churaspa timpuchina, qatanankama. Chaykunataqa yaku timpusqanmantapacha 8 minututa yanuna.

3. Miski papakunataqa yakuwan yakuwan huk mankapi qataykunankama timpuchina. Yaku timpusqanmanta pacha 15 20 minutukama yanuna. Q’alata hurquspataq phatmakunapi kuchuna.

4. Huk mankapi aceiteta ruphaykachispa, uywata sellay, tukuyninpi quri q’illuyanankama. Saqispa waqaychay.

5. Chay kikin mankamanqa añuta, panka chilitapas churana. 3 minutupaq rawk’ana. Chaymanqa ch’uñuta, vinagreta,  Chicken Flavor cubo nisqatapas churana. Allinta chaqruna. Challwata mankaman kutichispa 15 minutukunata chawpi ninapi yanuna.

6. Chay encurtidotaqa 1/2 papa phatmasqawan, 1/2 uhu timpusqawan, huk vaso arrozwan kuska haywarina. Aceitunaswan sumaqchay.","¡A cocinar!

1.  Cortar las cebollas en pluma.
Huevo Sancochado

2.  Sancochar los huevos colocándolos en una olla con agua hasta cubrirlos. Cocinarlos por 8 minutos desde que el agua hierve.

3.  Sancochar los camotes en una olla con agua hasta cubrirlos. Cocinar de 15 a 20 minutos desde que el agua hierve. Pelar y cortar en rodajas.

4.  Calentar el aceite en una olla y sellar la presas, hasta dorarlas por completo. Retirar y reservar.

5.  Agregar a la misma olla, el ajo y el ají panca. Freír por 3 minutos. Agregar las cebollas, el vinagre y un cubo  Sabor Gallina. Mezclar bien. Regresar las presas a la olla y cocinar por 15 minutos a fuego medio.

6.  Servir el escabeche acompañado de 1/2 camote en rodajas, 1/2 huevo sancochado y una taza de arroz. Decorar con una aceituna."
"1. Kuskan sachet  BRASA nisqawan 25 ml utaq 2 1/2 cuchara chiri timpusqa yakuwan chaqruna. Chay ukhupi kaqta qara patapi chaki filete pataman hich’aykuspa tukuyninpi mast’ariy, qara urapi, pataman ima.

2. Hornota 160°C nisqaman 10 minutupaq ruphaykachina.

3. Ukhu bandejaman filetekunata churaspa 220°C nisqapi 15 minutu hornopi yanuna. Tiempo tukukuptinqa wallpata hurquspa, ñawpaq yanukusqanpi puchuq yakukunawan llapanta bañana.

4. Wallpataqa hornoman kutichispa 15 minututa 250°C nisqapi yanuna. Saqispa q’uñichiy.
Papas Dulces Horneadas

5. Miski papata allinta mayllaspa kaqlla rakhuta kuchuna. Huk mankapi churaspa, aceiteta yapaspa 180°C nisqapi 30 minutu quriyuq kanankama yanuna.

6. Tomateta, pepinota ima llañu phatmaman kuchuspa. Yuraq ch’uñu anillukunata kuchuy. Llapan verdurakunata huk mankapi churaspa iskay limonpa yakunwan, huk llañu kachiwan chaqruna.

7. Chaki fileteta parrillaman churana, huk chikan papa yanusqawan, huk chikan musuq ensaladawan kuska.","1.  Mezclar medio sobre de  BRASA, con 25 ml o 2 1/2 cucharadas de agua fría hervida. Vaciar el contenido sobre los filetes de pierna con piel y untarlo por completo, por debajo y encima de la piel.

2.  Precalentar el horno a 160°C durante 10 minutos.

3.  Colocar los filetes en una bandeja honda y llevar al horno por 15 minutos a 220 °C. Una vez cumplido el tiempo, retirar el pollo y bañarlo por completo con los líquidos que ha dejado durante su primera cocción.

4.  Regresar el pollo al horno y cocinar durante 15 minutos a 250°C. Retirar y entibiar.
Camotes al Horno

5.  Lavar bien los camotes y cortarlos de igual grosos. Colocarlos en un bowl, agregar el aceite y llevarlos al horno a 180 °C por 30 minutos hasta que estén dorados.

6.  Cortar el tomate y el pepino en rodajas delgadas. Cortar aros de cebolla blanca. Colocar todos los vegetales en un bowl y mezclarlos con el jugo de dos limones y una pizca de sal.

7.  Servir un filete de pierna a la brasa, acompañar con una porción de camote al horno y una porción de ensalada fresca."
"Yanukusun!

Kuskan sachet  BRASA nisqawan 2 1/2 cuchara utaq 25 ml chiri timpusqa yakuwan chaqruna. Chaypi kaqtaqa qaranpi wallpa chuchuman hich’aykuspa llapanta mast’ariy, qaranpa uranpi, hawanmanpas.

 Wallpa ñuñunta urayman huk mankapi churay. Tapaspa wallpataqa pisi ninapi 1 horata yanuna. Wayk’usqata qhawarispa ñuñuta phatmaman kuchuspa.

papata mayllana hinaspa qaran. Papata hatun kuchuman kuchuspa mayllana. Papa kuchukunataqa achka yakuyuq mankapi churaspa 15 minututa chawpi ninapi yanuna.

Apio k’aspikunataqa llañu phatmakunaman kuchuspa duraznokunata kuchuman kuchuspa puka ch’uñuta kuchunaman kuchuspa 10 minutu unupi tiyachina, pimientataq kuchuman kuchuspa perejilta sumaqllata kuchuspa.

 Huk mankapi chaqruna: yanusqa papata, pimienta, ch’uñuta, duraznota, apiota, mayonesata, perejil raphikunata ima. Papa ensaladata haywarispa wallpa pechuga parrillaman phatmakunawan kuska.","¡A cocinar!

Mezclar medio sobre de  BRASA, con 2 1/2 cucharadas o 25 ml de agua fría hervida. Vaciar el contenido sobre una pechuga de pollo con piel y untarlo por completo, por debajo y encima de la piel.

 Colocar en una olla, la pechuga de pollo hacia abajo. Tapar y cocinar el pollo a fuego mínimo por 1 hora. Verificar la cocción y cortar la pechuga en rodajas.

Lavar y pelar las papas. Cortar las papas en cubos grandes y enjuagar. Colocar los cubos de papa en una olla con abundante agua y cocinar durante 15 minutos a fuego medio.

Cortar los tallos de apio en rodajas delgadas, los duraznos en cubos, cortar la cebolla roja en cubitos y dejar reposar en agua por 10 minutos, cortar el pimiento en cubos y picar el perejil finamente.

 Mezclar en un bowl: la papa cocida, el pimiento, la cebolla, el durazno, el apio, la mayonesa y las hojitas de perejil. Servir la ensalada de papa y acompañar con las rodajas de la pechuga de pollo a la brasa."
"Hornota ñawpaqta ruphaykachiy

1. Hornota 180°C nisqaman ñawpaqta ruphaykachina.
Masa wakichiy

2. Huk mankapi churana: mantequillata, asukar polvota, sara almidón hinaspa hak’uta, ñawpaqtaraq llusisqa. Makiwan chaqruna masaman tukunankama mana dedoykiman k’askakuspa. Yaqa 1 horata samachina.
Masata llañuyachiy hinaspa kuchuy

3. Masata huk rodillowan llañuyachiy hinaspa kuchuqpa yanapayninwan uchuy muyukunata ruway.
Kuchusqa masata yanuna

4. Huk platoman churaspa 15 minutu yanuna.
Hunt’achiyta hinaspa tukukuy sumaqchay

5. Galletakunata q’uñichispa EL MANJAR  nisqawan hunt’achiy. Tukuchina polvo asukawan sumaqchaspa.","Precalentar horno

1.  Precalentar el horno a 180°C.
Preparación de masa

2.  En un tazón colocar: mantequilla, azúcar en polvo, maicena y harina, previamente cernidos. Mezclar con la mano hasta formar una masa sin que se pegue en los dedos. Dejar reposar por 1 hora aproximadamente.
Estirar y cortar masa

3.  Estirar la masa con un rodillo y con ayuda de un cortador formar pequeños círculos.
Hornear masa cortada

4.  Colocar sobre una placa y hornear por 15 minutos.
Relleno y decorado final

5.  Dejar enfriar las galletitas y rellenar con EL MANJAR . Finalizar decorando con azúcar en polvo."
"1. Habaskunataqa 3 vaso yakuwan yaqa 30 minutu yanuna. Wayk’usqaña kaptinqa kuskanta t’aqaspa puchuqninta chaqruspa puréta ruwaspa.

2. Huk mankapi ch’uñuta, añuta,  Chicken Cube nisqakunata ima rawk’ana. Chaymanqa tocino, q’illu pimienta, tomate ima churana. 6 minutupaq yanuna.

3. Habaskunata yapaykusun hinaspa timpuchisun. Arrozwan kuska haywarina.","
1.  Cocinar los frijoles con 3 tazas de agua por 30 minutos aproximadamente. Cuando estén cocidos, separar la mitad y licuar el resto formando un puré.

2.  Freír en una olla las cebollas, el ajo y el Cubo de Gallina . Incorporar el tocino, ají amarillo y tomates. Cocinar por 6 minutos.

3.  Incorporar el fréjol y sazonar. Servir junto con el arroz."
"1. Wallpa filetekunataqa verdura aceitewan timpuchispa sellay. Suyachiy.

2. Chay kikin sartenpi aceitunas aceiteta ruphaykachina. Chaymanqa ch’uñuta, ajota chaymantataq  Chicken Cube nisqatapas churana.

3. Chaymanqa pimentukunata, chaymantataq yuraq vinota yapaykusun. Yaqa 5 minututa yanuna, vino kuskan pisiyanankama. Tukuy imata chaqruspa pimiento salsata tarinapaq.

4. Huk sartenpi pisi ninapi, pimentu salsata, wallpatapas yanukunankama yanuykusun. Chaykamataq calabacín, berenjena, hongos, tomillo ima q’uñichina. Wallpataqa salteado verdurakunawan arrozwan ima haywarina.","
1.  Condimentar y sellar los filetes de pollo con el aceite vegetal. Reservar.

2.  En la misma sartén, calentar el aceite de oliva. Agregar la cebolla, ajo y luego el Cubo de Gallina .

3.  Incorporar los pimientos y luego el vino blanco. Cocinar por unos 5 minutos hasta que el vino se reduzca hasta la mitad. Llevar todo a licuar para obtener la salsa de pimiento.

4.  En otra sartén a fuego lento, agregar la salsa de pimiento y el pollo hasta que cocine. Saltear por otra parte el zucchini, la berenjena, los champiñones y el tomillo. Servir el pollo con las verduras salteadas y arroz."
"Primertaqa cebullata picakun tawa k'uchupi.
Huk qoñi mankachapi hichanki aceitita, chaymanta cibollata kankakunanpaq, kachiyuq, pimientayuq.
Chaymantari churayunki picasqa aychata, kankakunan pisqa minutusta.
chaymanta hichanki unuta iskay vaso mankaman, churayunki fideusta.
15 pasaqtin yapayunki iskay runtuta supaman, qaywiyunki wayqukunanpaq, chaymanta huk runtutawan yapayunki, mana qaywispa. kunan wayqukuchun chunka minutus.
Tukunanpaq hichayunki lichita qaywispa, chaymanta cibullita chinata chupachanta pikayunki churanapaq platupi. sirvikamuychis allinta.","Primero picar la cebolla en cuadraditos 
En una ollita calienta, añades aceite y echas la cebolla y sofríes un poco con sal y pimienta.
Y en seguida, echas la carne y dejas que se fría unos 5 minutos
Después, echas 2 vaso de agua y añades el fideo
A los 15 minutos, añades 2 huevos a la sopa, remueves y dejas que se cocine; añades un tercer huevo sin remover. Dejar cocinar todo unos 10 minutos.
Al final, echas la leche y remueves un poco; y ya está listo para servir. Se aconseja, echas por encima picadito la cola de la cebollita china. Buen provecho."
